"id","my_entrynumber","entrynumber","dateentry","entrytext","entrytype","entrytype_detail","classactionflag","mdlflag","rule26freportflag","numberoflinks","numberofattachments","unique_caseheader_id","fullcase_id"
550,"","4","2014-10-07 00:00:00","ENDORSED ORDER: PLAINTIFF ATTEMPTS TO ALLEGE DIVERSITY OF CITIZENSHIP AS THE BASIS FOR THE COURT'S JURISDICTION OVER THIS MATTER |linksToEntryNumber| 1  . HOWEVER, UPON REVIEW OF THE COMPLAINT, THE COURT FINDS THAT PLAINTIFF HAS NOT SUFFICIENTLY DEMONSTRATED THAT THE PROPER GROUNDS FOR DIVERSITY JURISDICTION EXIST. PLAINTIFF IS ADVISED THAT TO SUFFICIENTLY ALLEGE CITIZENSHIP OF A LIMITED LIABILITY COMPANY, IT MUST PROVIDE THE CITIZENSHIP OF ALL MEMBERS OF THE LIMITED LIABILITY COMPANY. BECAUSE THE COMPLAINT FAILS TO PROPERLY ALLEGE THE CITIZENSHIP OF EACH PARTY, DIVERSITY HAS NOT BEEN DEFINITIVELY ESTABLISHED. ACCORDINGLY, THE COURT DIRECTS PLAINTIFF, ON OR BEFORE OCTOBER 10, 2014, TO FILE AN AMENDED COMPLAINT DEMONSTRATING THAT PROPER GROUNDS FOR DIVERSITY JURISDICTION EXIST. FAILURE TO SATISFY THE COURT THAT THE REQUIREMENTS FOR DIVERSITY JURISDICTION EXIST WILL RESULT IN AN ORDER OF DISMISSAL FOR LACK OF JURISDICTION. SIGNED BY JUDGE VIRGINIA M. HERNANDEZ COVINGTON ON 10/7/2014. (KBT) (ENTERED: 10/07/2014)","Other","",0,0,0,1,0,6770282,667927
639,"","4","2014-10-07 00:00:00","ENDORSED ORDER: PLAINTIFF ATTEMPTS TO ALLEGE DIVERSITY OF CITIZENSHIP AS THE BASIS FOR THE COURT'S JURISDICTION OVER THIS MATTER |linksToEntryNumber| 1  . HOWEVER, UPON REVIEW OF THE COMPLAINT, THE COURT FINDS THAT PLAINTIFF HAS NOT SUFFICIENTLY DEMONSTRATED THAT THE PROPER GROUNDS FOR DIVERSITY JURISDICTION EXIST. PLAINTIFF IS ADVISED THAT TO SUFFICIENTLY ALLEGE CITIZENSHIP OF A LIMITED LIABILITY COMPANY, IT MUST PROVIDE THE CITIZENSHIP OF ALL MEMBERS OF THE LIMITED LIABILITY COMPANY. BECAUSE THE COMPLAINT FAILS TO PROPERLY ALLEGE THE CITIZENSHIP OF EACH PARTY, DIVERSITY HAS NOT BEEN DEFINITIVELY ESTABLISHED. ACCORDINGLY, THE COURT DIRECTS PLAINTIFF, ON OR BEFORE OCTOBER 10, 2014, TO FILE AN AMENDED COMPLAINT DEMONSTRATING THAT PROPER GROUNDS FOR DIVERSITY JURISDICTION EXIST. FAILURE TO SATISFY THE COURT THAT THE REQUIREMENTS FOR DIVERSITY JURISDICTION EXIST WILL RESULT IN AN ORDER OF DISMISSAL FOR LACK OF JURISDICTION. SIGNED BY JUDGE VIRGINIA M. HERNANDEZ COVINGTON ON 10/7/2014. (KBT) (ENTERED: 10/07/2014)","Other","",0,0,0,1,0,6766282,667932
677,"","4","2014-10-07 00:00:00","ENDORSED ORDER: PLAINTIFF ATTEMPTS TO ALLEGE DIVERSITY OF CITIZENSHIP AS THE BASIS FOR THE COURT'S JURISDICTION OVER THIS MATTER |linksToEntryNumber| 1  . HOWEVER, UPON REVIEW OF THE COMPLAINT, THE COURT FINDS THAT PLAINTIFF HAS NOT SUFFICIENTLY DEMONSTRATED THAT THE PROPER GROUNDS FOR DIVERSITY JURISDICTION EXIST. PLAINTIFF IS ADVISED THAT TO SUFFICIENTLY ALLEGE CITIZENSHIP OF A LIMITED LIABILITY COMPANY, IT MUST PROVIDE THE CITIZENSHIP OF ALL MEMBERS OF THE LIMITED LIABILITY COMPANY. BECAUSE THE COMPLAINT FAILS TO PROPERLY ALLEGE THE CITIZENSHIP OF EACH PARTY, DIVERSITY HAS NOT BEEN DEFINITIVELY ESTABLISHED. ACCORDINGLY, THE COURT DIRECTS PLAINTIFF, ON OR BEFORE OCTOBER 10, 2014, TO FILE AN AMENDED COMPLAINT DEMONSTRATING THAT PROPER GROUNDS FOR DIVERSITY JURISDICTION EXIST. FAILURE TO SATISFY THE COURT THAT THE REQUIREMENTS FOR DIVERSITY JURISDICTION EXIST WILL RESULT IN AN ORDER OF DISMISSAL FOR LACK OF JURISDICTION. SIGNED BY JUDGE VIRGINIA M. HERNANDEZ COVINGTON ON 10/7/2014. (KBT) (ENTERED: 10/07/2014)","Other","",0,0,0,1,0,6768282,667934
726,"","6","2014-11-03 00:00:00","ENDORSED ORDER DISMISSING CASE WITH PREJUDICE, EACH PARTY TO BEAR HIS/THEIR OWN ATTORNEY'S FEES AND COSTS RE |linksToEntryNumber| 5  NOTICE OF VOLUNTARY DISMISSAL. THE CLERK OF COURT SHALL CLOSE THIS CASE/ SIGNED BY JUDGE ELIZABETH A. KOVACHEVICH ON 11/3/2014. (JM) (ENTERED: 11/03/2014)","Other","",0,0,0,1,0,1995283,667938
727,"","5","2014-11-03 00:00:00","NOTICE OF VOLUNTARY DISMISSAL BY MICHAEL WEINSTEIN (TOBIN, BRADLEY) (ENTERED: 11/03/2014)","Notice","",0,0,0,0,0,1995283,667938
742,"","27","2014-12-17 00:00:00","ENDORSED ORDER GRANTING |linksToEntryNumber| 26 MOTION FOR EXTENSION OF TIME TO FILE RESPONSE/REPLY. PLAINTIFF IS GRANTED AN EXTENSION UP TO AND INCLUDING JANUARY 7, 2015, TO RESPOND TO |linksToEntryNumber| 23  DEFENDANT'S MOTION TO DISMISS. SIGNED BY MAGISTRATE JUDGE ANTHONY E. PORCELLI ON 12/17/2014. (FDM) (ENTERED: 12/17/2014)","Other","",0,0,0,2,0,13265281,667941
743,"","26","2014-12-16 00:00:00","UNOPPOSED MOTION FOR EXTENSION OF TIME TO FILE RESPONSE/REPLY AS TO |linksToEntryNumber| 23  MOTION TO DISMISS FOR FAILURE TO STATE A CLAIM COUNT 16 OF VERIFIED COMPLAINT BY CHRISTINA FELTS. (SWIFT, AARON) MOTIONS REFERRED TO MAGISTRATE JUDGE ANTHONY E. PORCELLI. (ENTERED: 12/16/2014)","Motion FOR ","EXTENSION OF TIME TO FILE RESPONSE/REPLY AS TO |linksToEntryNumber| 23  MOTION TO DISMISS FOR FAILURE TO STATE A CLAIM COUNT 16 OF VERIFIED COMPLAINT",0,0,0,1,0,13265281,667941
746,"","23","2014-12-01 00:00:00","MOTION TO DISMISS FOR FAILURE TO STATE A CLAIM COUNT 16 OF VERIFIED COMPLAINT BY WELLS FARGO BANK, N.A.. (RECK, LINDA) (ENTERED: 12/01/2014)","Motion TO ","DISMISS FOR FAILURE TO STATE A CLAIM COUNT 16 OF VERIFIED COMPLAINT",0,0,0,0,0,13265281,667941
794,"","11","2014-10-29 00:00:00","ORDER ATTACHED GRANTING IN PART AND DENYING IN PART |linksToEntryNumber| 4  MOTION TO DISMISS FOR FAILURE TO STATE A CLAIM. COUNT II IS ABATED. COUNT III IS DISMISSED. DEFENDANT SHALL FILE ITS ANSWER AND DEFENSES TO COUNT I WITHIN FOURTEEN (14) DAYS. SIGNED BY JUDGE RICHARD A. LAZZARA ON 10/29/2014. (CCB) (ENTERED: 10/29/2014)","PetkunOrder","",0,0,0,1,0,15891282,667944
795,"","10","2014-10-28 00:00:00","RESPONSE IN OPPOSITION RE |linksToEntryNumber| 4 MOTION TO DISMISS FOR FAILURE TO STATE A CLAIM FILED BY JAMES SMITH. (ATTACHMENTS: # |linksToAttachmentNumber| 1 EXHIBIT LEUTY ORDER, # |linksToAttachmentNumber| 2  EXHIBIT BATCHELOR ORDER)(MAGAZINE, JAMES) (ENTERED: 10/28/2014)","ReplyOrResponse","",0,0,0,1,2,15891282,667944
798,"","7","2014-10-20 00:00:00","NOTICE OF SUPPLEMENTAL AUTHORITY RE |linksToEntryNumber| 4 MOTION TO DISMISS FOR FAILURE TO STATE A CLAIM BY 21ST CENTURY CENTENNIAL INSURANCE COMPANY. (ATTACHMENTS: # |linksToAttachmentNumber| 1  EXHIBIT GIANASSI V. STATE FARM)(SHAW, JAMES) (ENTERED: 10/20/2014)","Other, motion-related","",0,0,0,1,1,15891282,667944
801,"","4","2014-10-14 00:00:00","MOTION TO DISMISS FOR FAILURE TO STATE A CLAIM BY 21ST CENTURY CENTENNIAL INSURANCE COMPANY. (SHAW, JAMES) (ENTERED: 10/14/2014)","Motion TO ","DISMISS FOR FAILURE TO STATE A CLAIM",0,0,0,0,0,15891282,667944
824,"","4","2014-10-21 00:00:00","ORDER THAT PLAINTIFF'S COMPLAINT IS DISMISSED, WITHOUT PREJUDICE TO HIS FILING A NEW CIVIL RIGHTS COMPLAINT. SEE ORDER FOR DETAILS THE CLERK IS DIRECTED TO TERMINATE ALL PENDING MOTIONS AND TO CLOSE THIS CASE. SIGNED BY JUDGE VIRGINIA M. HERNANDEZ COVINGTON ON 10/21/2014. (SM) (ENTERED: 10/21/2014)","PetkunOrder","",0,0,0,0,0,18999281,667947
837,"","5","2014-12-02 00:00:00","ORDER DISMISSING CASE WITHOUT PREJUDICE. SIGNED BY JUDGE JAMES D. WHITTEMORE ON 12/1/2014. (KE) (ENTERED: 12/02/2014)","Order","ORDER",0,0,0,0,0,19075282,667949
842,"","2","2014-10-08 00:00:00","ORDER DISMISSING WITHOUT PREJUDICE THE APPLICATION FOR THE WRIT OF HABEAS CORPUS; DENYING A CERTIFICATE OF APPEALABILITY; DENYING LEAVE TO APPEAL IN FORMA PAUPERIS; DIRECTING THE CLERK TO CLOSE THE CASE. SIGNED BY JUDGE STEVEN D. MERRYDAY ON 10/8/2014. (BK) (ENTERED: 10/08/2014)","Order","ORDER",0,0,0,0,0,14948282,667950
897,"","14","2014-10-30 00:00:00","ORDER: THIS CASE IS DISMISSED FOR LACK OF SUBJECT MATTER JURISDICTION. THE CLERK IS DIRECTED TO REMAND THIS MATTER TO THE CIRCUIT COURT OF THE THIRTEENTH JUDICIAL CIRCUIT, IN AND FOR HILLSBOROUGH COUNTY, FLORIDA. AFTER REMAND HAS BEEN EFFECTED, THE CLERK SHALL CLOSE THE CASE. SIGNED BY JUDGE VIRGINIA M. HERNANDEZ COVINGTON ON 10/30/2014. (KNC) (ENTERED: 10/30/2014)","PetkunOrder","",0,0,0,0,0,17909282,667957
910,"","3","2014-10-08 00:00:00","MOTION TO DISMISS FOR FAILURE TO STATE A CAUSE OF ACTION BY CLEARTRUST, LLC, TYPENEX CO-INVESTMENT, LLC FILED IN STATE COURT ON 9/8/2014. (ATTACHMENTS: # |linksToAttachmentNumber| 1 EXHIBIT 1, # |linksToAttachmentNumber| 2 EXHIBIT 2 (PART 1), # |linksToAttachmentNumber| 3 EXHIBIT 2 (PART 2), # |linksToAttachmentNumber| 4 EXHIBIT 3, # |linksToAttachmentNumber| 5  EXHIBIT 4)(LSS) (ENTERED: 10/10/2014)","Motion TO ","DISMISS FOR FAILURE TO STATE A CAUSE OF ACTION",0,0,0,0,5,17909282,667957
916,"","21","2014-11-12 00:00:00","RESPONSE IN OPPOSITION RE |linksToEntryNumber| 17  MOTION TO DISMISS COMPLAINT AND MEMORANDUM OF LAW IN SUPPORT FILED BY 22ND CENTURY GROUP, INC.. (WEBB, JOSHUA) (ENTERED: 11/12/2014)","ReplyOrResponse","",0,0,0,1,0,19281,667958
920,"","17","2014-10-29 00:00:00","MOTION TO DISMISS COMPLAINT AND MEMORANDUM OF LAW IN SUPPORT BY ALL DEFENDANTS. (ATTACHMENTS: # |linksToAttachmentNumber| 1 EXHIBIT, # |linksToAttachmentNumber| 2 EXHIBIT, # |linksToAttachmentNumber| 3 EXHIBIT, # |linksToAttachmentNumber| 4  EXHIBIT)(AUSTRICH, JAIME) (ENTERED: 10/29/2014)","Motion TO ","DISMISS COMPLAINT AND MEMORANDUM OF LAW IN SUPPORT",0,0,0,0,4,19281,667958
938,"","7","2014-10-31 00:00:00","RESPONSE IN OPPOSITION RE |linksToEntryNumber| 3 MOTION TO DISMISS AMENDED COMPLAINT , DISPOSITIVE, FILED BY BARBARA ANN LEWIS. (ATTACHMENTS: # |linksToAttachmentNumber| 1 EXHIBIT A, # |linksToAttachmentNumber| 2 EXHIBIT B, # |linksToAttachmentNumber| 3 EXHIBIT C, # |linksToAttachmentNumber| 4 EXHIBIT D, # |linksToAttachmentNumber| 5 EXHIBIT E, # |linksToAttachmentNumber| 6 EXHIBIT F, # |linksToAttachmentNumber| 7 EXHIBIT G, # |linksToAttachmentNumber| 8  EXHIBIT H)(GRAY, CHRISTOPHER) (ENTERED: 10/31/2014)","ReplyOrResponse","",0,0,0,1,8,3468282,667959
940,"","5","2014-10-22 00:00:00","UNOPPOSED MOTION FOR EXTENSION OF TIME TO FILE RESPONSE/REPLY DEFENDANT'S DISPOSITIVE MOTION TO DISMISS PURSUANT TO FRCP 12(B)(6) BY BARBARA ANN LEWIS. (GRAY, CHRISTOPHER) MOTIONS REFERRED TO MAGISTRATE JUDGE THOMAS G. WILSON. (ENTERED: 10/22/2014)","Motion FOR ","EXTENSION OF TIME TO FILE RESPONSE/REPLY DEFENDANT'S DISPOSITIVE MOTION TO DISMISS PURSUANT TO FRCP 12(B)(6)",0,0,0,0,0,3468282,667959
942,"","3","2014-10-15 00:00:00","MOTION TO DISMISS AMENDED COMPLAINT , DISPOSITIVE, BY CITY OF ST. PETERSBURG. (PROANO, KIMBERLY) (ENTERED: 10/15/2014)","Motion TO ","DISMISS AMENDED COMPLAINT , DISPOSITIVE,",0,0,0,0,0,3468282,667959
970,"","13","2014-10-22 00:00:00","ENDORSED ORDER DENYING WITHOUT PREJUDICE |linksToEntryNumber| 4 MOTION TO DISMISS; DENYING WITHOUT PREJUDICE |linksToEntryNumber| 6 MOTION TO DISMISS; DENYING WITHOUT PREJUDICE |linksToEntryNumber| 7  MOTION. IF THE RELIEF IS STILL BEING SOUGHT IN THIS ACTION, THE PARTIES MAY RE-FILE THE MOTIONS IN COMPLIANCE WITH THE LOCAL RULES AND THE FEDERAL RULES OF CIVIL PROCEDURE WITHIN FOURTEEN (14) DAYS OF THIS ORDER. SIGNED BY JUDGE CHARLENE EDWARDS HONEYWELL ON 10/22/2014. (AEB) (ENTERED: 10/22/2014)","Other","",0,0,0,3,0,14733281,667965
977,"","6","2014-10-08 00:00:00","MOTION TO DISMISS PLAINTIFF'S COMPLAINT BY WAL-MART STORES EAST, LP FILED IN STATE COURT ON 2/25/2014. (LSS) (ENTERED: 10/09/2014)","Motion TO ","DISMISS PLAINTIFF'S COMPLAINT",0,0,0,0,0,14733281,667965
979,"","4","2014-10-08 00:00:00","MOTION TO DISMISS NEGLIGENT MODE OF OPERATION BY WAL-MART STORES EAST, LP FILED IN STATE COURT ON 2/25/2014. (LSS) (ENTERED: 10/09/2014)","Motion TO ","DISMISS NEGLIGENT MODE OF OPERATION",0,0,0,0,0,14733281,667965
999,"","4","2014-10-24 00:00:00","ORDER THAT RAY'S COMPLAINT IS DISMISSED, WITHOUT PREJUDICE. *** THE CLERK IS DIRECTED TO CLOSE THIS CASE.*** SIGNED BY JUDGE VIRGINIA M. HERNANDEZ COVINGTON ON 10/24/2014. (SM) (ENTERED: 10/24/2014)","PetkunOrder","",0,0,0,0,0,12003282,667968
1003,"","4","2014-10-29 00:00:00","ORDER DISMISSING CASE. PLAINTIFF'S COMPLAINT |linksToEntryNumber| 1 IS DISMISSED FOR FAILURE TO STATE A CLAIM UPON WHICH RELIEF MAY BE GRANTED. THE DISMISSAL IS WITHOUT PREJUDICE TO PLAINTIFF FILING A NEW COMPLAINT, WITH SUFFICIENT FACTS, WITH A NEW CASE NUMBER. PLAINTIFF'S MOTION TO PROCEED IN FORMA PAUPERIS |linksToEntryNumber| 2  IS DENIED AS MOOT. THE CLERK IS DIRECTED TO TERMINATE ALL PENDING MOTIONS AND TO CLOSE THIS CASE. SIGNED BY JUDGE CHARLENE EDWARDS HONEYWELL ON 10/29/2014. (BGS) (ENTERED: 10/29/2014)","Order","ORDER",0,0,0,2,0,7857282,667969
1020,"","45","2014-12-22 00:00:00","RESPONSE IN OPPOSITION RE |linksToEntryNumber| 27 MOTION TO DISMISS COMPLAINT , |linksToEntryNumber| 32 MOTION TO DISMISS COMPLAINT , OR IN THE ALTERNATIVE, MOTION FOR MORE DEFINITE STATEMENT, |linksToEntryNumber| 30 MOTION TO DISMISS COMPLAINT , |linksToEntryNumber| 28 MOTION TO DISMISS COMPLAINT , |linksToEntryNumber| 33 FIRST MOTION TO DISMISS COMPLAINT , |linksToEntryNumber| 29  MOTION TO DISMISS COMPLAINT FILED BY PROCON USA COLLECTIONS, INC.. (URBAN, JOHN) (ENTERED: 12/22/2014)","ReplyOrResponse","",0,0,0,6,0,11428282,667972
1029,"","36","2014-11-19 00:00:00","UNOPPOSED MOTION FOR EXTENSION OF TIME TO FILE RESPONSE/REPLY AS TO |linksToEntryNumber| 27 MOTION TO DISMISS COMPLAINT , |linksToEntryNumber| 32 MOTION TO DISMISS COMPLAINT , OR IN THE ALTERNATIVE, MOTION FOR MORE DEFINITE STATEMENT, |linksToEntryNumber| 30 MOTION TO DISMISS COMPLAINT , |linksToEntryNumber| 28 MOTION TO DISMISS COMPLAINT , |linksToEntryNumber| 33 FIRST MOTION TO DISMISS COMPLAINT , |linksToEntryNumber| 29  MOTION TO DISMISS COMPLAINT BY PROCON USA COLLECTIONS, INC.. (URBAN, JOHN) MOTIONS REFERRED TO MAGISTRATE JUDGE THOMAS G. WILSON. (ENTERED: 11/19/2014)","Motion FOR ","EXTENSION OF TIME TO FILE RESPONSE/REPLY AS TO |linksToEntryNumber| 27 MOTION TO DISMISS COMPLAINT , |linksToEntryNumber| 32 MOTION TO DISMISS COMPLAINT , OR IN THE ALTERNATIVE, MOTION FOR MORE DEFINITE STATEMENT, |linksToEntryNumber| 30 MOTION TO DISMISS COMPLAINT , |linksToEntryNumber| 28 MOTION TO DISMISS COMPLAINT , |linksToEntryNumber| 33 FIRST MOTION TO DISMISS COMPLAINT , |linksToEntryNumber| 29  MOTION TO DISMISS COMPLAINT",0,0,0,6,0,11428282,667972
1032,"","33","2014-11-07 00:00:00","FIRST MOTION TO DISMISS COMPLAINT BY HHS PARTNERS, LLC. (ATTACHMENTS: # |linksToAttachmentNumber| 1  EXHIBIT LIMITED PARTNERSHIP AGREEMENT)(GONZALEZ, ALICIA) (ENTERED: 11/07/2014)","Motion TO ","DISMISS COMPLAINT",0,0,0,0,1,11428282,667972
1033,"","32","2014-11-07 00:00:00","MOTION TO DISMISS COMPLAINT , OR IN THE ALTERNATIVE, MOTION FOR MORE DEFINITE STATEMENT BY JAMES P. CHARNQUIST, STEVEN J. CHARNQUIST, SAGE PROPERTIES CORPORATION. (ATTACHMENTS: # |linksToAttachmentNumber| 1 EXHIBIT 1, # |linksToAttachmentNumber| 2 EXHIBIT 2, # |linksToAttachmentNumber| 3  EXHIBIT 3)(FEE, RICHARD) (ENTERED: 11/07/2014)","Motion TO ","DISMISS COMPLAINT , OR IN THE ALTERNATIVE, MOTION FOR MORE DEFINITE STATEMENT",0,0,0,0,3,11428282,667972
1034,"","31","2014-11-07 00:00:00","NOTICE BY HOUSING 2000, INC., FRED F. MORGAN, RIVER LANDING GP, LLC, SEVEN FARMS DEVELOPMENT GROUP, LLC RE |linksToEntryNumber| 27 MOTION TO DISMISS COMPLAINT , |linksToEntryNumber| 30 MOTION TO DISMISS COMPLAINT , |linksToEntryNumber| 28 MOTION TO DISMISS COMPLAINT , |linksToEntryNumber| 29 MOTION TO DISMISS COMPLAINT NOTICE OF FILING DECLARATION OF FRED F. MORGAN IN SUPPORT OF MOTIONS TO DISMISS (ATTACHMENTS: # |linksToAttachmentNumber| 1 AFFIDAVIT DECLARATION OF FRED F. MORGAN, # |linksToAttachmentNumber| 2  EXHIBIT 1 - ELECTRONIC ARTICLES OF INCORPORATION)(BUCHMAN, JANICE) (ENTERED: 11/07/2014)","Notice","",0,0,0,4,2,11428282,667972
1035,"","30","2014-11-07 00:00:00","MOTION TO DISMISS COMPLAINT BY RIVER LANDING GP, LLC. (BUCHMAN, JANICE) (ENTERED: 11/07/2014)","Motion TO ","DISMISS COMPLAINT",0,0,0,0,0,11428282,667972
1036,"","29","2014-11-07 00:00:00","MOTION TO DISMISS COMPLAINT BY SEVEN FARMS DEVELOPMENT GROUP, LLC. (BUCHMAN, JANICE) (ENTERED: 11/07/2014)","Motion TO ","DISMISS COMPLAINT",0,0,0,0,0,11428282,667972
1037,"","28","2014-11-07 00:00:00","MOTION TO DISMISS COMPLAINT BY HOUSING 2000, INC.. (BUCHMAN, JANICE) (ENTERED: 11/07/2014)","Motion TO ","DISMISS COMPLAINT",0,0,0,0,0,11428282,667972
1038,"","27","2014-11-07 00:00:00","MOTION TO DISMISS COMPLAINT BY FRED F. MORGAN. (BUCHMAN, JANICE) (ENTERED: 11/07/2014)","Motion TO ","DISMISS COMPLAINT",0,0,0,0,0,11428282,667972
1070,"","9","2014-11-24 00:00:00","ENDORSED ORDER DENYING AS MOOT DUE TO AMENDED COMPLAINT |linksToEntryNumber| 7  MOTION TO DISMISS FOR FAILURE TO STATE A CLAIM. SIGNED BY JUDGE JAMES S. MOODY, JR ON 11/24/2014. (LN) (ENTERED: 11/24/2014)","Other","",0,0,0,1,0,18232282,667973
1072,"","7","2014-11-04 00:00:00","MOTION TO DISMISS FOR FAILURE TO STATE A CLAIM BY WHETSTONE PARTNERS, LLC. (FLANIGAN, JAMES) (ENTERED: 11/04/2014)","Motion TO ","DISMISS FOR FAILURE TO STATE A CLAIM",0,0,0,0,0,18232282,667973
1079,"","11","2014-11-19 00:00:00","ENDORSED ORDER GRANTING PLAINTIFF'S MOTION FOR VOLUNTARY DISMISSAL. |linksToEntryNumber| 10  . THE CLERK IS DIRECTED TO CLOSE THIS CASE. SIGNED BY JUDGE VIRGINIA M. HERNANDEZ COVINGTON ON 11/19/2014. (KNC) (ENTERED: 11/19/2014)","Other","",0,0,0,1,0,9044281,667974
1080,"","10","2014-11-19 00:00:00","FIRST MOTION TO DISMISS ENTIRE COMPLAINT BY BARTON TAYLOR COOK, III. (COOK, BARTON) (ENTERED: 11/19/2014)","Motion TO ","DISMISS ENTIRE COMPLAINT",0,0,0,0,0,9044281,667974
1138,"","37","2014-12-30 00:00:00","ORDER DIRECTING ADMINISTRATIVE CLOSURE. PENDING RECEIPT OF A FINAL STIPULATION OF DISMISSAL WITHIN SIXTY (60) CALENDAR DAYS FROM THE DATE OF THIS ORDER. THE CLERK IS DIRECTED TO TERMINATE ANY PENDING MOTIONS IN THIS CASE. SIGNED BY JUDGE MARY S. SCRIVEN ON 12/30/2014. (APV) (ENTERED: 12/30/2014)","Order","ORDER",0,0,0,0,0,2366282,667980
1140,"","35","2014-12-08 00:00:00","ENDORSED ORDER GRANTING |linksToEntryNumber| 33 PLAINTIFF'S UNOPPOSED MOTION FOR EXTENSION OF TIME. IN LIGHT OF THE UPCOMING MEDIATION, PLAINTIFF SHALL HAVE UP TO AND INCLUDING DECEMBER 18, 2014, TO FILE HER RESPONSE(S) TO |linksToEntryNumber| 27 AND |linksToEntryNumber| 28  , DEFENDANTS' MOTIONS TO DISMISS. SIGNED BY JUDGE MARY S. SCRIVEN ON 12/8/2014. (PAB) (ENTERED: 12/08/2014)","Other","",0,0,0,3,0,2366282,667980
1142,"","33","2014-12-05 00:00:00","UNOPPOSED MOTION TO EXTEND TIME TO RESPOND TO BOTH DEFENDANTS' MOTION TO DISMISS BY KIMBERLY KOHLER. (HILL, BRANDON) MOTIONS REFERRED TO MAGISTRATE JUDGE THOMAS G. WILSON. (ENTERED: 12/05/2014)","Motion TO ","EXTEND TIME TO RESPOND TO BOTH DEFENDANTS' MOTION TO DISMISS",0,0,0,0,0,2366282,667980
1147,"","28","2014-11-25 00:00:00","MOTION TO DISMISS COMPLAINT BY DOMINO'S PIZZA, LLC. (IVERS, RICHARD) (ENTERED: 11/25/2014)","Motion TO ","DISMISS COMPLAINT",0,0,0,0,0,2366282,667980
1148,"","27","2014-11-24 00:00:00","MOTION TO DISMISS CLASS ACTION COMPLAINT AND DEMAND FOR JURY TRIAL BY SWF OPERATIONS, LLC. (HOWARD, CHRISTINE) (ENTERED: 11/24/2014)","Motion TO ","DISMISS CLASS ACTION COMPLAINT AND DEMAND FOR JURY TRIAL",1,0,0,0,0,2366282,667980
1176,"","27","2014-12-15 00:00:00","ENDORSED ORDER GRANTING |linksToEntryNumber| 26  MOTION FOR EXTENSION OF TIME TO FILE RESPONSE/REPLY TO DEFENDANT'S MOTION TO DISMISS (DOC. 24) AND MOTION TO TRANSFER OR, IN THE ALTERNATIVE, MOTION TO STAY (DOC. 25). PLAINTIFF'S RESPONSES ARE DUE ON OR BEFORE JANUARY 8, 2015. SIGNED BY MAGISTRATE JUDGE MARK A. PIZZO ON 12/15/2014. (SSW) (ENTERED: 12/15/2014)","Other","",0,0,0,1,0,19813281,667981
1177,"","26","2014-12-12 00:00:00","UNOPPOSED MOTION FOR EXTENSION OF TIME TO FILE RESPONSE/REPLY AS TO |linksToEntryNumber| 25 MOTION TO TRANSFER CASE OR, IN THE ALTERNATIVE, TO STAY, |linksToEntryNumber| 24  MOTION TO DISMISS FIRST AMENDED CLASS ACTION COMPLAINT BY APRIL INGRAM-FLEMING. (HILL, BRANDON) MOTIONS REFERRED TO MAGISTRATE JUDGE MARK A. PIZZO. (ENTERED: 12/12/2014)","Motion FOR ","EXTENSION OF TIME TO FILE RESPONSE/REPLY AS TO |linksToEntryNumber| 25 MOTION TO TRANSFER CASE OR, IN THE ALTERNATIVE, TO STAY, |linksToEntryNumber| 24  MOTION TO DISMISS FIRST AMENDED CLASS ACTION COMPLAINT",1,0,0,2,0,19813281,667981
1179,"","24","2014-12-08 00:00:00","MOTION TO DISMISS FIRST AMENDED CLASS ACTION COMPLAINT BY LOWE'S HOME CENTERS, LLC. (ATTACHMENTS: # |linksToAttachmentNumber| 1  EXHIBIT A - DECLARATION OF DARIN BARTON)(RUSSELL, REED) (ENTERED: 12/08/2014)","Motion TO ","DISMISS FIRST AMENDED CLASS ACTION COMPLAINT",1,0,0,0,1,19813281,667981
1255,"","9","2014-11-20 00:00:00","ORDER DISMISSING CASE WITH PREJUDICE. SIGNED BY JUDGE JAMES D. WHITTEMORE ON 11/19/2014. (KE) (ENTERED: 11/20/2014)","Order","ORDER",0,0,0,0,0,6400282,667986
1256,"","8","2014-11-19 00:00:00","STIPULATION OF DISMISSAL BY ANTHONY MECHAS. (CELLER, RICHARD) (ENTERED: 11/19/2014)","Stipulation","",0,0,0,0,0,6400282,667986
1264,"","10","2014-12-05 00:00:00","ORDER DISMISSING CASE. THE CLERK IS DIRECTED TOTERMINATE ANY PENDING MOTIONS AND CLOSE THIS CASE. SIGNED BY JUDGE MARY S. SCRIVEN ON 12/5/2014. (APV) (ENTERED: 12/05/2014)","Order","ORDER",0,0,0,0,0,9598281,667987
1265,"","9","2014-11-19 00:00:00","STIPULATION OF DISMISSAL BY JAMES CRESON. (CELLER, RICHARD) (ENTERED: 11/19/2014)","Stipulation","",0,0,0,0,0,9598281,667987
1281,"","2","2014-10-16 00:00:00","ORDER DISMISSING CASE. SIGNED BY JUDGE JAMES D. WHITTEMORE ON 10/15/2014. (KE) (ENTERED: 10/16/2014)","Order","ORDER",0,0,0,0,0,2621282,667989
1283,"","6","2014-10-20 00:00:00","ENDORSED ORDER DISMISSING CASE PURSUANT TO |linksToEntryNumber| 5  NOTICE OF VOLUNTARY DISMISSAL. THE CLERK OF COURT IS DIRECTED TO CLOSE THIS CASE. SIGNED BY JUDGE ELIZABETH A. KOVACHEVICH ON 10/20/2014. (SN) (ENTERED: 10/20/2014)","Other","",0,0,0,1,0,60283,667990
